hEntrez	humanSymbol	mouse_symbols	log2fc	log2fc_mean	adj_p_value	n_mouse_map	sign_flip	study	strict	sensitivity	unique_mapping
http://www.ncbi.nlm.nih.gov/gene/1365		Cldn3	-0.5856	-0.5856	0.00657849	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/9465		Akap7	0.5849	0.5849	0.0117484	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/375444		4833420G17Rik	0.5847	0.5847	0.00366987	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/10018		Bcl2l11	0.5844	0.5844	0.000332032	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/147		Adra1b	-0.5843	-0.5843	0.00050042	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/23233		Exoc6b	-0.5843	-0.5843	0.0103596	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/55589		Bmp2k	0.5841	0.5841	0.00203409	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/406915		Mir128-1	0.5839	0.5839	0.001002	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/10124		Arl4a	0.5835	0.5835	0.00139119	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/9125		Cnot9	0.5833	0.5833	0.00139767	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/677		Zfp36l1	-0.5829	-0.5829	0.00275525	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/5493		Ppl	-0.5829	-0.5829	0.0216859	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/2631		Nipsnap2	0.5824	0.5824	0.000991038	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/9562		Minpp1	0.5823	0.5823	0.00601407	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/5362		Plxna2	-0.5822	-0.5822	0.012518	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/22837		Cobll1	0.5822	0.5822	0.00050042	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/375743		Ptar1	0.5821	0.5821	0.00425506	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/5204		Pfdn5	-0.5819	-0.5819	0.0558422	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/10367		Micu1	0.5815	0.5815	0.00107743	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/79594		Mul1	0.5812	0.5812	0.000324631	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/283209		Pgm2l1	-0.5804	-0.5804	0.00401762	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/8518		Elp1	0.5803	0.5803	5.80478e-05	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/55786		Zfp873|Zfp976	-0.5801	-0.134	0.0107243	2	False	OSD-25	False	True	False
http://www.ncbi.nlm.nih.gov/gene/1182		Clcn3	0.5801	0.5801	0.00140213	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/147658		Zfp873|Zfp976	-0.5801	-0.134	0.0107243	2	False	OSD-25	False	True	False
http://www.ncbi.nlm.nih.gov/gene/90317		Zfp873|Zfp976	-0.5801	-0.134	0.0107243	2	False	OSD-25	False	True	False
http://www.ncbi.nlm.nih.gov/gene/84436		Zfp873|Zfp976	-0.5801	-0.134	0.0107243	2	False	OSD-25	False	True	False
http://www.ncbi.nlm.nih.gov/gene/162967		Zfp873|Zfp976	-0.5801	-0.134	0.0107243	2	False	OSD-25	False	True	False
http://www.ncbi.nlm.nih.gov/gene/5091		Pcx	0.58	0.58	0.000120305	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/34		Acadm	0.5799	0.5799	0.000389796	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/259230		Sgms1	0.5798	0.5798	0.00420218	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/51315		Krcc1	0.5797	0.5797	0.00153836	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/4783		Nfil3	-0.5793	-0.5793	0.0284375	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/26580		Bscl2	0.5793	0.5793	0.00587961	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/10884		Mrps30	0.5792	0.5792	0.00475352	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/55193		Pbrm1	0.5792	0.5792	0.000683425	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/1646		Akr1c14|Akr1c20	-0.5788	-0.406	0.00172	2	False	OSD-25	False	True	False
http://www.ncbi.nlm.nih.gov/gene/1109		Akr1c14|Akr1c20	-0.5788	-0.406	0.00172	2	False	OSD-25	False	True	False
http://www.ncbi.nlm.nih.gov/gene/1645		Akr1c14|Akr1c20	-0.5788	-0.406	0.00172	2	False	OSD-25	False	True	False
http://www.ncbi.nlm.nih.gov/gene/8644		Akr1c14|Akr1c20	-0.5788	-0.406	0.00172	2	False	OSD-25	False	True	False
http://www.ncbi.nlm.nih.gov/gene/9113		Lats1	0.5777	0.5777	0.000157631	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/26275		Hibch	0.5774	0.5774	0.00215366	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/206358		Slc36a1	-0.5767	-0.5767	0.00299518	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/84945		Abhd13	0.5766	0.5766	0.000417234	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/22		Abcb7	0.5765	0.5765	0.00307883	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/23236		Plcb1	0.5764	0.5764	0.00124938	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/361		Aqp4	0.5763	0.5763	0.00248807	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/9766		Susd6	0.5761	0.5761	0.000687742	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/9564		Bcar1	-0.5757	-0.5757	0.0011042	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/5861		Rab1a	0.5752	0.5752	3.41615e-05	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/54540		Fam193b	-0.5749	-0.5749	0.0169572	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/641372		Acot6	0.5749	0.5749	0.00307293	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/55681		Scyl2	0.5747	0.5747	0.000207442	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/10924		Smpdl3a	0.5744	0.5744	0.00423533	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/84236		Rhbdd1	0.5743	0.5743	0.00057776	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/56655		Pole4	0.5739	0.5739	0.000228155	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/144363		Etfrf1	0.5737	0.5737	0.00146492	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/5507		Ppp1r3c	0.5736	0.5736	0.0456386	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/55213		Rcbtb1	0.5733	0.5733	0.00136749	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/166647		Adgra3	-0.573	-0.573	0.00374156	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/79736		Tefm	0.5725	0.5725	0.00268782	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/85007		Phykpl	0.5717	0.5717	0.00109539	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/85437		Zcrb1	0.5715	0.5715	0.00978586	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/491		Atp2b2	-0.5712	-0.5712	0.028466	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/79699		Zyg11b	0.5711	0.5711	0.00107658	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/25885		Polr1a	0.5707	0.5707	0.000207911	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/5018		Oxa1l	0.5706	0.5706	0.000152662	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/5788		Ptprc	-0.5705	-0.5705	0.017578	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/10488		Creb3	0.5705	0.5705	0.000217018	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/23450		Sf3b3	0.569	0.569	5.55622e-05	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/144535		Cfap54	0.5687	0.5687	0.017589	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/55609		Zfp280c	0.5685	0.5685	0.00613891	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/114821		Chchd2l	0.5682	0.5682	0.00487543	1	False	OSD-25	False	True	False
http://www.ncbi.nlm.nih.gov/gene/58486		Chchd2l	0.5682	0.5682	0.00487543	1	False	OSD-25	False	True	False
http://www.ncbi.nlm.nih.gov/gene/23076		Rrp1b	0.568	0.568	0.00110332	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/28514		Dll1	-0.5679	-0.5679	0.00501224	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/100131451		Tlr12	0.5677	0.5677	0.0081118	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/2533		Fyb	-0.5677	-0.5677	0.0214192	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/23595		Orc3	0.5673	0.5673	0.000485797	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/2107		Etf1	0.5673	0.5673	0.00602645	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/22984		Pdcd11	0.5672	0.5672	0.00152144	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/79023		Nup37	0.5671	0.5671	0.00159295	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/4217		Map3k5	0.5671	0.5671	0.000410427	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/53354		Pank1	0.5669	0.5669	0.000159372	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/30061		Slc40a1	0.5668	0.5668	0.0036141	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/10586		Mab21l2	0.5667	0.5667	0.000476472	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/26751		Sh3yl1	-0.5665	-0.5665	0.00534163	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/9950		Golga5	0.5662	0.5662	0.000450399	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/55148		Ubr7	0.5661	0.5661	0.00771908	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/79184		Brcc3	0.5658	0.5658	0.00116572	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/55039		Trmt12	0.5657	0.5657	0.000578132	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/10190		Txndc9	0.5657	0.5657	0.00133299	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/957		Entpd5	0.5648	0.5648	0.000278684	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/56910		Stard7	0.5646	0.5646	0.000128864	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/130888		Fbxo36	0.5645	0.5645	0.0648706	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/55327		Lin7c	0.5643	0.5643	0.00286613	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/157695		Tdrp	0.5641	0.5641	0.00404666	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/57530		Cgn	-0.5638	-0.5638	0.0255553	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/2635		Gbp2b	-0.5634	-0.5634	0.0575654	1	False	OSD-25	False	False	False
http://www.ncbi.nlm.nih.gov/gene/2633		Gbp2b	-0.5634	-0.5634	0.0575654	1	False	OSD-25	False	False	False
http://www.ncbi.nlm.nih.gov/gene/2634		Gbp2b	-0.5634	-0.5634	0.0575654	1	False	OSD-25	False	False	False
http://www.ncbi.nlm.nih.gov/gene/90826		Prmt9	0.5631	0.5631	0.00151315	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/1070		Cetn3	0.5631	0.5631	0.0159134	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/8455		Atrn	0.5627	0.5627	0.000450356	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/8869		St3gal5	0.5626	0.5626	0.000227004	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/2131		Ext1	0.5625	0.5625	0.00112594	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/92370		Pxylp1	-0.5623	-0.5623	0.0119267	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/26995		Trub2	0.562	0.562	0.000962621	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/1672		Defb1	0.5616	0.5616	0.0499693	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/185		Agtr1a	0.5615	0.5615	0.000204746	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/8553		Bhlhe40	-0.5614	-0.5614	0.0110673	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/79675		Fastkd1	0.5607	0.5607	0.00460944	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/79581		Slc52a2	0.5599	0.5599	0.000143069	1	False	OSD-25	False	True	False
http://www.ncbi.nlm.nih.gov/gene/55065		Slc52a2	0.5599	0.5599	0.000143069	1	False	OSD-25	False	True	False
http://www.ncbi.nlm.nih.gov/gene/134429		Stard4	-0.5597	-0.5597	0.0103833	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/223		Aldh9a1	0.5596	0.5596	0.000714228	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/84230		Lrrc8c	0.5592	0.5592	0.0139367	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/56063		Tmem234	-0.5591	-0.5591	0.0777403	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/51495		Hacd3	0.559	0.559	0.000487578	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/643677		Gm8251	-0.5589	-0.5589	0.00927897	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/51534		Vta1	0.5587	0.5587	0.0116814	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/5192		Pex10	0.5586	0.5586	0.00225951	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/2308		Foxo1	0.5584	0.5584	0.00502419	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/960		Cd44	-0.5584	-0.5584	0.0330786	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/113675		Sdsl	0.5583	0.5583	0.00336438	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/83636		1600014C10Rik	-0.5582	-0.5582	0.00328726	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/4232		Mest	-0.5582	-0.5582	0.0166082	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/9360		Ppig	0.5581	0.5581	0.00044788	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/8887		Tax1bp1	0.558	0.558	0.00129963	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/57658		Calcoco1	0.5578	0.5578	1.74911e-05	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/143187		Vti1a	0.5578	0.5578	0.00635103	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/26059		Erc2	-0.5573	-0.5573	0.00692167	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/65258		Mppe1	0.557	0.557	0.000140772	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/55699		Iars2	0.5568	0.5568	0.00203409	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/221830		Polr1f	0.5568	0.5568	0.00221936	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/6721		Srebf2	0.5566	0.5566	6.64997e-05	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/8894		Eif2s2	0.5564	0.5564	0.000824103	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/26511		Chic2	0.5564	0.5564	0.00919972	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/10452		Tomm40	0.556	0.556	0.00151536	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/545		Atr	0.5558	0.5558	0.017293	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/9179		Ap4m1	0.5556	0.5556	0.000930964	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/84319		Cmss1	0.5555	0.5555	0.00565997	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/3683		Itgal	-0.5555	-0.5555	0.0118031	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/55384		Meg3	-0.5555	-0.5555	0.0835083	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/56606		Slc2a9	0.5554	0.5554	0.0107288	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/10023		Frat1	0.5543	0.5543	0.000687742	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/2713		Gk	0.5542	0.5542	6.70388e-05	1	False	OSD-25	False	True	False
http://www.ncbi.nlm.nih.gov/gene/23587		Elp5	0.5542	0.5542	0.000405259	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/2710		Gk	0.5542	0.5542	6.70388e-05	1	False	OSD-25	False	True	False
http://www.ncbi.nlm.nih.gov/gene/23085		Erc1	0.554	0.554	0.00219707	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/51090		Pllp	0.554	0.554	0.017372	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/54991		9430015G10Rik	-0.5539	-0.5539	0.00133376	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/55751		Tmem184c	0.5538	0.5538	0.0499386	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/9868		Tomm70a	0.5537	0.5537	0.00267967	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/51029		Desi2	0.5535	0.5535	0.00716935	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/7089		Tle2	-0.553	-0.553	0.00294789	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/5723		Psph	-0.553	-0.553	0.0219157	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/26269		Fbxo8	0.5528	0.5528	3.64188e-05	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/55234		Smu1	0.5527	0.5527	0.002373	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/9776		Atg13	0.5527	0.5527	0.00665435	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/64682		Anapc1	0.5525	0.5525	0.0850404	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/51691		Lsm8	0.5524	0.5524	0.0973119	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/23475		Qprt	0.5518	0.5518	0.00894789	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/114841037		1700001C19Rik	0.5518	0.5518	0.0233241	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/253782		Cers6	-0.5517	-0.5517	0.00764666	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/51399		Trappc4	0.5517	0.5517	0.0371419	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/256281		Nudt14	0.5511	0.5511	0.0063539	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/10989		Immt	0.5504	0.5504	3.96208e-05	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/705		Bysl	0.5503	0.5503	0.0106645	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/9927		Mfn2	0.55	0.55	0.000546904	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/2329		Fmo4	0.55	0.55	0.0843696	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/10133		Optn	0.5499	0.5499	0.000403042	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/29997		Nop53	0.5497	0.5497	0.00459301	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/6004		Rgs16	-0.5494	-0.5494	0.0895195	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/91949		Cog7	0.5493	0.5493	0.00160152	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/2551		Gabpa	0.5493	0.5493	0.000521092	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/5189		Pex1	0.5492	0.5492	0.000143069	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/5447		Por	0.5491	0.5491	0.00192608	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/23135		Kdm6b	0.5491	0.5491	0.0042753	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/55720		Tsr1	0.5489	0.5489	0.00323434	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/8803		Sucla2	0.5489	0.5489	0.000144461	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/1632		Eci1	0.5486	0.5486	0.000277394	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/81614		Nipa2	0.5484	0.5484	0.00416541	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/51430		Suco	0.548	0.548	0.00295227	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/23014		Fbxo21	0.5478	0.5478	0.00811396	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/3312		Hspa8	-0.5477	-0.5477	0.000240587	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/29990		Pilrb1	-0.5474	-0.5474	0.0236291	1	False	OSD-25	False	True	False
http://www.ncbi.nlm.nih.gov/gene/29992		Pilrb1	-0.5474	-0.5474	0.0236291	1	False	OSD-25	False	True	False
http://www.ncbi.nlm.nih.gov/gene/2182		Acsl4	0.5473	0.5473	0.044214	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/9482		Stx8	0.5472	0.5472	0.00378679	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/113201		Golm2	0.547	0.547	0.00466517	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/55178		Mrm3	0.547	0.547	0.000934259	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/8050		Pdhx	0.5469	0.5469	0.00229264	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/23481		Pes1	0.5467	0.5467	0.0012472	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/1112		Foxn3	0.5467	0.5467	0.002518	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/23597		Acot9	0.5461	0.5461	0.010454	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/10987		Cops5	0.5458	0.5458	0.0232217	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/4615		Myd88	0.5457	0.5457	0.00563728	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/90121		Tsr2	0.5457	0.5457	0.0057976	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/91		Acvr1b	0.5455	0.5455	0.000563507	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/10993		Sds	0.5455	0.5455	0.00277254	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/125476		Ino80c	0.5451	0.5451	0.0048024	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/9221		Nolc1	0.5444	0.5444	0.00848242	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/92140		Mtdh	0.5443	0.5443	0.00110083	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/8548		Blzf1	0.5443	0.5443	0.000868834	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/84656		Glyr1	0.5443	0.5443	6.64997e-05	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/83658		Dynlrb1	0.5442	0.5442	5.80478e-05	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/23102		Tbc1d2b	-0.544	-0.544	0.00101093	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/415116		Pim3	0.5437	0.5437	0.0126058	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/57117		Ints12	0.5435	0.5435	0.00233962	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/55622		Ttc27	0.5432	0.5432	0.00318635	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/27153		Zfp777	0.5432	0.5432	0.000376339	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/121214		Sdr9c7	-0.5429	-0.5429	0.0819109	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/100126319		Mir216b	-0.5426	-0.5426	0.000480438	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/126074		Swsap1	0.5426	0.5426	0.0103448	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/1154		Cish	0.5425	0.5425	0.0841406	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/1429		Cryz	0.5423	0.5423	0.00171306	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/6539		Slc6a12	0.542	0.542	0.00085898	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/55781		Riok2	0.5418	0.5418	0.0158408	1	False	OSD-25	False	True	True
