human	g2	protein	term	label	family
http://www.ncbi.nlm.nih.gov/gene/201562	https://www.ensembl.org/id/ENSG00000206527	http://purl.uniprot.org/uniprot/Q6Y1H2	http://purl.obolibrary.org/obo/GO_0042761	very long-chain fatty acid biosynthetic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/2053	https://www.ensembl.org/id/ENSG00000120915	http://purl.uniprot.org/uniprot/P34913	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/2053	https://www.ensembl.org/id/ENSG00000120915	http://purl.uniprot.org/uniprot/P34913	http://purl.obolibrary.org/obo/GO_0042632	cholesterol homeostasis	GO BP
http://www.ncbi.nlm.nih.gov/gene/2053	https://www.ensembl.org/id/ENSG00000120915	http://purl.uniprot.org/uniprot/P34913	http://purl.obolibrary.org/obo/GO_0046839	phospholipid dephosphorylation	GO BP
http://www.ncbi.nlm.nih.gov/gene/2053	https://www.ensembl.org/id/ENSG00000120915	http://purl.uniprot.org/uniprot/P34913	http://purl.obolibrary.org/obo/GO_0090181	regulation of cholesterol metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/2058	https://www.ensembl.org/id/ENSG00000136628	http://purl.uniprot.org/uniprot/P07814	http://purl.obolibrary.org/obo/GO_0140212	regulation of long-chain fatty acid import into cell	GO BP
http://www.ncbi.nlm.nih.gov/gene/210	https://www.ensembl.org/id/ENSG00000148218	http://purl.uniprot.org/uniprot/P13716	http://purl.obolibrary.org/obo/GO_0070542	response to fatty acid	GO BP
http://www.ncbi.nlm.nih.gov/gene/2108	https://www.ensembl.org/id/ENSG00000140374	http://purl.uniprot.org/uniprot/P13804	http://purl.obolibrary.org/obo/GO_0033539	fatty acid beta-oxidation using acyl-CoA dehydrogenase	GO BP
http://www.ncbi.nlm.nih.gov/gene/2169	https://www.ensembl.org/id/ENSG00000145384	http://purl.uniprot.org/uniprot/P12104	http://purl.obolibrary.org/obo/GO_0006631	fatty acid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/2169	https://www.ensembl.org/id/ENSG00000145384	http://purl.uniprot.org/uniprot/P12104	http://purl.obolibrary.org/obo/GO_0015908	fatty acid transport	GO BP
http://www.ncbi.nlm.nih.gov/gene/2169	https://www.ensembl.org/id/ENSG00000145384	http://purl.uniprot.org/uniprot/P12104	http://purl.obolibrary.org/obo/GO_0015909	long-chain fatty acid transport	GO BP
http://www.ncbi.nlm.nih.gov/gene/2169	https://www.ensembl.org/id/ENSG00000145384	http://purl.uniprot.org/uniprot/P12104	http://purl.obolibrary.org/obo/GO_0019433	triglyceride catabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/2169	https://www.ensembl.org/id/ENSG00000145384	http://purl.uniprot.org/uniprot/P12104	http://purl.obolibrary.org/obo/GO_0098856	intestinal lipid absorption	GO BP
http://www.ncbi.nlm.nih.gov/gene/2169	https://www.ensembl.org/id/ENSG00000145384	http://purl.uniprot.org/uniprot/P12104	https://identifiers.org/reactome/R-HSA-163560	Triglyceride catabolism	Reactome
http://www.ncbi.nlm.nih.gov/gene/2180	https://www.ensembl.org/id/ENSG00000151726	http://purl.uniprot.org/uniprot/P33121	http://purl.obolibrary.org/obo/GO_0000038	very long-chain fatty acid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/2180	https://www.ensembl.org/id/ENSG00000151726	http://purl.uniprot.org/uniprot/P33121	http://purl.obolibrary.org/obo/GO_0001676	long-chain fatty acid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/2180	https://www.ensembl.org/id/ENSG00000151726	http://purl.uniprot.org/uniprot/P33121	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/2180	https://www.ensembl.org/id/ENSG00000151726	http://purl.uniprot.org/uniprot/P33121	http://purl.obolibrary.org/obo/GO_0006631	fatty acid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/2180	https://www.ensembl.org/id/ENSG00000151726	http://purl.uniprot.org/uniprot/P33121	http://purl.obolibrary.org/obo/GO_0006633	fatty acid biosynthetic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/2180	https://www.ensembl.org/id/ENSG00000151726	http://purl.uniprot.org/uniprot/P33121	http://purl.obolibrary.org/obo/GO_0008610	lipid biosynthetic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/2180	https://www.ensembl.org/id/ENSG00000151726	http://purl.uniprot.org/uniprot/P33121	http://purl.obolibrary.org/obo/GO_0010747	positive regulation of long-chain fatty acid import across plasma membrane	GO BP
http://www.ncbi.nlm.nih.gov/gene/2180	https://www.ensembl.org/id/ENSG00000151726	http://purl.uniprot.org/uniprot/P33121	http://purl.obolibrary.org/obo/GO_0015908	fatty acid transport	GO BP
http://www.ncbi.nlm.nih.gov/gene/2180	https://www.ensembl.org/id/ENSG00000151726	http://purl.uniprot.org/uniprot/P33121	http://purl.obolibrary.org/obo/GO_0019432	triglyceride biosynthetic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/2180	https://www.ensembl.org/id/ENSG00000151726	http://purl.uniprot.org/uniprot/P33121	http://purl.obolibrary.org/obo/GO_0044539	long-chain fatty acid import into cell	GO BP
http://www.ncbi.nlm.nih.gov/gene/2182	https://www.ensembl.org/id/ENSG00000068366	http://purl.uniprot.org/uniprot/O60488	http://purl.obolibrary.org/obo/GO_0001676	long-chain fatty acid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/2182	https://www.ensembl.org/id/ENSG00000068366	http://purl.uniprot.org/uniprot/O60488	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/2182	https://www.ensembl.org/id/ENSG00000068366	http://purl.uniprot.org/uniprot/O60488	http://purl.obolibrary.org/obo/GO_0006631	fatty acid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/2182	https://www.ensembl.org/id/ENSG00000068366	http://purl.uniprot.org/uniprot/O60488	http://purl.obolibrary.org/obo/GO_0006633	fatty acid biosynthetic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/2182	https://www.ensembl.org/id/ENSG00000068366	http://purl.uniprot.org/uniprot/O60488	https://identifiers.org/reactome/R-HSA-434313	Intracellular metabolism of fatty acids regulates insulin secretion	Reactome
http://www.ncbi.nlm.nih.gov/gene/2194	https://www.ensembl.org/id/ENSG00000169710	http://purl.uniprot.org/uniprot/P49327	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/2194	https://www.ensembl.org/id/ENSG00000169710	http://purl.uniprot.org/uniprot/P49327	http://purl.obolibrary.org/obo/GO_0006631	fatty acid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/2194	https://www.ensembl.org/id/ENSG00000169710	http://purl.uniprot.org/uniprot/P49327	http://purl.obolibrary.org/obo/GO_0006633	fatty acid biosynthetic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/2194	https://www.ensembl.org/id/ENSG00000169710	http://purl.uniprot.org/uniprot/P49327	http://purl.obolibrary.org/obo/GO_0008610	lipid biosynthetic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/2194	https://www.ensembl.org/id/ENSG00000169710	http://purl.uniprot.org/uniprot/P49327	http://purl.obolibrary.org/obo/GO_0008611	ether lipid biosynthetic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/221037	https://www.ensembl.org/id/ENSG00000171988	http://purl.uniprot.org/uniprot/Q15652	http://purl.obolibrary.org/obo/GO_0008610	lipid biosynthetic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/2212	https://www.ensembl.org/id/ENSG00000143226	http://purl.uniprot.org/uniprot/P12318	https://identifiers.org/reactome/R-HSA-2029485	Role of phospholipids in phagocytosis	Reactome
http://www.ncbi.nlm.nih.gov/gene/221955	https://www.ensembl.org/id/ENSG00000164535	http://purl.uniprot.org/uniprot/Q8NCG7	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/221955	https://www.ensembl.org/id/ENSG00000164535	http://purl.uniprot.org/uniprot/Q8NCG7	http://purl.obolibrary.org/obo/GO_0010898	positive regulation of triglyceride catabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/221955	https://www.ensembl.org/id/ENSG00000164535	http://purl.uniprot.org/uniprot/Q8NCG7	http://purl.obolibrary.org/obo/GO_0016042	lipid catabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/2246	https://www.ensembl.org/id/ENSG00000113578	http://purl.uniprot.org/uniprot/P05230	http://purl.obolibrary.org/obo/GO_0045542	positive regulation of cholesterol biosynthetic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/22930	https://www.ensembl.org/id/ENSG00000115839	http://purl.uniprot.org/uniprot/Q15042	http://purl.obolibrary.org/obo/GO_1903061	positive regulation of protein lipidation	GO BP
http://www.ncbi.nlm.nih.gov/gene/22933	https://www.ensembl.org/id/ENSG00000068903	http://purl.uniprot.org/uniprot/Q8IXJ6	http://purl.obolibrary.org/obo/GO_0016042	lipid catabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/22933	https://www.ensembl.org/id/ENSG00000068903	http://purl.uniprot.org/uniprot/Q8IXJ6	http://purl.obolibrary.org/obo/GO_0045723	positive regulation of fatty acid biosynthetic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/22933	https://www.ensembl.org/id/ENSG00000068903	http://purl.uniprot.org/uniprot/Q8IXJ6	http://purl.obolibrary.org/obo/GO_0046890	regulation of lipid biosynthetic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/22937	https://www.ensembl.org/id/ENSG00000114650	http://purl.uniprot.org/uniprot/Q12770	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/22937	https://www.ensembl.org/id/ENSG00000114650	http://purl.uniprot.org/uniprot/Q12770	http://purl.obolibrary.org/obo/GO_0008203	cholesterol metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/22937	https://www.ensembl.org/id/ENSG00000114650	http://purl.uniprot.org/uniprot/Q12770	http://purl.obolibrary.org/obo/GO_0045541	negative regulation of cholesterol biosynthetic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/22937	https://www.ensembl.org/id/ENSG00000114650	http://purl.uniprot.org/uniprot/Q12770	http://purl.obolibrary.org/obo/GO_0045542	positive regulation of cholesterol biosynthetic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/22937	https://www.ensembl.org/id/ENSG00000114650	http://purl.uniprot.org/uniprot/Q12770	https://identifiers.org/reactome/R-HSA-1655829	Regulation of cholesterol biosynthesis by SREBP (SREBF)	Reactome
http://www.ncbi.nlm.nih.gov/gene/2308	https://www.ensembl.org/id/ENSG00000150907	http://purl.uniprot.org/uniprot/Q12778	http://purl.obolibrary.org/obo/GO_0070542	response to fatty acid	GO BP
http://www.ncbi.nlm.nih.gov/gene/23396	https://www.ensembl.org/id/ENSG00000186111	http://purl.uniprot.org/uniprot/O60331	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/23400	https://www.ensembl.org/id/ENSG00000159363	http://purl.uniprot.org/uniprot/Q9NQ11	http://purl.obolibrary.org/obo/GO_0055088	lipid homeostasis	GO BP
http://www.ncbi.nlm.nih.gov/gene/23417	https://www.ensembl.org/id/ENSG00000103150	http://purl.uniprot.org/uniprot/O95822	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/23417	https://www.ensembl.org/id/ENSG00000103150	http://purl.uniprot.org/uniprot/O95822	http://purl.obolibrary.org/obo/GO_0006631	fatty acid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/23417	https://www.ensembl.org/id/ENSG00000103150	http://purl.uniprot.org/uniprot/O95822	http://purl.obolibrary.org/obo/GO_0006633	fatty acid biosynthetic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/23417	https://www.ensembl.org/id/ENSG00000103150	http://purl.uniprot.org/uniprot/O95822	http://purl.obolibrary.org/obo/GO_0019395	fatty acid oxidation	GO BP
http://www.ncbi.nlm.nih.gov/gene/23417	https://www.ensembl.org/id/ENSG00000103150	http://purl.uniprot.org/uniprot/O95822	http://purl.obolibrary.org/obo/GO_0031998	regulation of fatty acid beta-oxidation	GO BP
http://www.ncbi.nlm.nih.gov/gene/23417	https://www.ensembl.org/id/ENSG00000103150	http://purl.uniprot.org/uniprot/O95822	http://purl.obolibrary.org/obo/GO_0046320	regulation of fatty acid oxidation	GO BP
http://www.ncbi.nlm.nih.gov/gene/23417	https://www.ensembl.org/id/ENSG00000103150	http://purl.uniprot.org/uniprot/O95822	http://purl.obolibrary.org/obo/GO_0046321	positive regulation of fatty acid oxidation	GO BP
http://www.ncbi.nlm.nih.gov/gene/23417	https://www.ensembl.org/id/ENSG00000103150	http://purl.uniprot.org/uniprot/O95822	https://identifiers.org/reactome/R-HSA-390247	Beta-oxidation of very long chain fatty acids	Reactome
http://www.ncbi.nlm.nih.gov/gene/23597	https://www.ensembl.org/id/ENSG00000123130	http://purl.uniprot.org/uniprot/Q9Y305	http://purl.obolibrary.org/obo/GO_0001676	long-chain fatty acid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/23597	https://www.ensembl.org/id/ENSG00000123130	http://purl.uniprot.org/uniprot/Q9Y305	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/23597	https://www.ensembl.org/id/ENSG00000123130	http://purl.uniprot.org/uniprot/Q9Y305	http://purl.obolibrary.org/obo/GO_0006631	fatty acid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/23597	https://www.ensembl.org/id/ENSG00000123130	http://purl.uniprot.org/uniprot/Q9Y305	http://purl.obolibrary.org/obo/GO_0046459	short-chain fatty acid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/23597	https://www.ensembl.org/id/ENSG00000123130	http://purl.uniprot.org/uniprot/Q9Y305	https://identifiers.org/reactome/R-HSA-77289	Mitochondrial Fatty Acid Beta-Oxidation	Reactome
http://www.ncbi.nlm.nih.gov/gene/23673	https://www.ensembl.org/id/ENSG00000117758	http://purl.uniprot.org/uniprot/Q86Y82	http://purl.obolibrary.org/obo/GO_0033344	cholesterol efflux	GO BP
http://www.ncbi.nlm.nih.gov/gene/23683	https://www.ensembl.org/id/ENSG00000115825	http://purl.uniprot.org/uniprot/O94806	http://purl.obolibrary.org/obo/GO_0030148	sphingolipid biosynthetic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/23683	https://www.ensembl.org/id/ENSG00000115825	http://purl.uniprot.org/uniprot/O94806	https://identifiers.org/reactome/R-HSA-1660661	Sphingolipid de novo biosynthesis	Reactome
http://www.ncbi.nlm.nih.gov/gene/23760	https://www.ensembl.org/id/ENSG00000180957	http://purl.uniprot.org/uniprot/P48739	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/23760	https://www.ensembl.org/id/ENSG00000180957	http://purl.uniprot.org/uniprot/P48739	http://purl.obolibrary.org/obo/GO_0006869	lipid transport	GO BP
http://www.ncbi.nlm.nih.gov/gene/23760	https://www.ensembl.org/id/ENSG00000180957	http://purl.uniprot.org/uniprot/P48739	http://purl.obolibrary.org/obo/GO_0015914	phospholipid transport	GO BP
http://www.ncbi.nlm.nih.gov/gene/23760	https://www.ensembl.org/id/ENSG00000180957	http://purl.uniprot.org/uniprot/P48739	http://purl.obolibrary.org/obo/GO_0120009	intermembrane lipid transfer	GO BP
http://www.ncbi.nlm.nih.gov/gene/2475	https://www.ensembl.org/id/ENSG00000198793	http://purl.uniprot.org/uniprot/P42345	http://purl.obolibrary.org/obo/GO_0019216	regulation of lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/2475	https://www.ensembl.org/id/ENSG00000198793	http://purl.uniprot.org/uniprot/P42345	http://purl.obolibrary.org/obo/GO_0042752	regulation of circadian rhythm	GO BP
http://www.ncbi.nlm.nih.gov/gene/2475	https://www.ensembl.org/id/ENSG00000198793	http://purl.uniprot.org/uniprot/P42345	http://purl.obolibrary.org/obo/GO_0046889	positive regulation of lipid biosynthetic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/253558	https://www.ensembl.org/id/ENSG00000172954	http://purl.uniprot.org/uniprot/Q6UWP7	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/253558	https://www.ensembl.org/id/ENSG00000172954	http://purl.uniprot.org/uniprot/Q6UWP7	http://purl.obolibrary.org/obo/GO_0008654	phospholipid biosynthetic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/253782	https://www.ensembl.org/id/ENSG00000172292	http://purl.uniprot.org/uniprot/Q6ZMG9	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/253782	https://www.ensembl.org/id/ENSG00000172292	http://purl.uniprot.org/uniprot/Q6ZMG9	http://purl.obolibrary.org/obo/GO_0006665	sphingolipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/253782	https://www.ensembl.org/id/ENSG00000172292	http://purl.uniprot.org/uniprot/Q6ZMG9	http://purl.obolibrary.org/obo/GO_0030148	sphingolipid biosynthetic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/253782	https://www.ensembl.org/id/ENSG00000172292	http://purl.uniprot.org/uniprot/Q6ZMG9	https://identifiers.org/reactome/R-HSA-1660661	Sphingolipid de novo biosynthesis	Reactome
http://www.ncbi.nlm.nih.gov/gene/2538	https://www.ensembl.org/id/ENSG00000131482	http://purl.uniprot.org/uniprot/P35575	http://purl.obolibrary.org/obo/GO_0055088	lipid homeostasis	GO BP
http://www.ncbi.nlm.nih.gov/gene/255738	https://www.ensembl.org/id/ENSG00000169174	http://purl.uniprot.org/uniprot/Q8NBP7	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/255738	https://www.ensembl.org/id/ENSG00000169174	http://purl.uniprot.org/uniprot/Q8NBP7	http://purl.obolibrary.org/obo/GO_0008203	cholesterol metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/255738	https://www.ensembl.org/id/ENSG00000169174	http://purl.uniprot.org/uniprot/Q8NBP7	http://purl.obolibrary.org/obo/GO_0010989	negative regulation of low-density lipoprotein particle clearance	GO BP
http://www.ncbi.nlm.nih.gov/gene/255738	https://www.ensembl.org/id/ENSG00000169174	http://purl.uniprot.org/uniprot/Q8NBP7	http://purl.obolibrary.org/obo/GO_0032802	low-density lipoprotein particle receptor catabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/255738	https://www.ensembl.org/id/ENSG00000169174	http://purl.uniprot.org/uniprot/Q8NBP7	http://purl.obolibrary.org/obo/GO_0032805	positive regulation of low-density lipoprotein particle receptor catabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/255738	https://www.ensembl.org/id/ENSG00000169174	http://purl.uniprot.org/uniprot/Q8NBP7	http://purl.obolibrary.org/obo/GO_0042632	cholesterol homeostasis	GO BP
http://www.ncbi.nlm.nih.gov/gene/255738	https://www.ensembl.org/id/ENSG00000169174	http://purl.uniprot.org/uniprot/Q8NBP7	http://purl.obolibrary.org/obo/GO_1905601	negative regulation of receptor-mediated endocytosis involved in cholesterol transport	GO BP
http://www.ncbi.nlm.nih.gov/gene/256435	https://www.ensembl.org/id/ENSG00000184005	http://purl.uniprot.org/uniprot/Q8NDV1	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/256435	https://www.ensembl.org/id/ENSG00000184005	http://purl.uniprot.org/uniprot/Q8NDV1	http://purl.obolibrary.org/obo/GO_0006664	glycolipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/256435	https://www.ensembl.org/id/ENSG00000184005	http://purl.uniprot.org/uniprot/Q8NDV1	http://purl.obolibrary.org/obo/GO_0006687	glycosphingolipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/256987	https://www.ensembl.org/id/ENSG00000164300	http://purl.uniprot.org/uniprot/Q86VE9	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/256987	https://www.ensembl.org/id/ENSG00000164300	http://purl.uniprot.org/uniprot/Q86VE9	http://purl.obolibrary.org/obo/GO_0008654	phospholipid biosynthetic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/256987	https://www.ensembl.org/id/ENSG00000164300	http://purl.uniprot.org/uniprot/Q86VE9	http://purl.obolibrary.org/obo/GO_0017121	plasma membrane phospholipid scrambling	GO BP
http://www.ncbi.nlm.nih.gov/gene/25921	https://www.ensembl.org/id/ENSG00000156599	http://purl.uniprot.org/uniprot/Q9C0B5	http://purl.obolibrary.org/obo/GO_0006869	lipid transport	GO BP
http://www.ncbi.nlm.nih.gov/gene/259230	https://www.ensembl.org/id/ENSG00000198964	http://purl.uniprot.org/uniprot/Q86VZ5	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/259230	https://www.ensembl.org/id/ENSG00000198964	http://purl.uniprot.org/uniprot/Q86VZ5	http://purl.obolibrary.org/obo/GO_0006665	sphingolipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/259230	https://www.ensembl.org/id/ENSG00000198964	http://purl.uniprot.org/uniprot/Q86VZ5	http://purl.obolibrary.org/obo/GO_0030148	sphingolipid biosynthetic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/259230	https://www.ensembl.org/id/ENSG00000198964	http://purl.uniprot.org/uniprot/Q86VZ5	https://identifiers.org/reactome/R-HSA-1660661	Sphingolipid de novo biosynthesis	Reactome
http://www.ncbi.nlm.nih.gov/gene/26063	https://www.ensembl.org/id/ENSG00000242612	http://purl.uniprot.org/uniprot/Q9NUI1	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/26063	https://www.ensembl.org/id/ENSG00000242612	http://purl.uniprot.org/uniprot/Q9NUI1	http://purl.obolibrary.org/obo/GO_0006631	fatty acid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/26063	https://www.ensembl.org/id/ENSG00000242612	http://purl.uniprot.org/uniprot/Q9NUI1	http://purl.obolibrary.org/obo/GO_0006636	unsaturated fatty acid biosynthetic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/26063	https://www.ensembl.org/id/ENSG00000242612	http://purl.uniprot.org/uniprot/Q9NUI1	http://purl.obolibrary.org/obo/GO_0009062	fatty acid catabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/26063	https://www.ensembl.org/id/ENSG00000242612	http://purl.uniprot.org/uniprot/Q9NUI1	http://purl.obolibrary.org/obo/GO_0033540	fatty acid beta-oxidation using acyl-CoA oxidase	GO BP
http://www.ncbi.nlm.nih.gov/gene/26063	https://www.ensembl.org/id/ENSG00000242612	http://purl.uniprot.org/uniprot/Q9NUI1	https://identifiers.org/reactome/R-HSA-390247	Beta-oxidation of very long chain fatty acids	Reactome
http://www.ncbi.nlm.nih.gov/gene/26090	https://www.ensembl.org/id/ENSG00000100997	http://purl.uniprot.org/uniprot/Q8N2K0	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/26090	https://www.ensembl.org/id/ENSG00000100997	http://purl.uniprot.org/uniprot/Q8N2K0	http://purl.obolibrary.org/obo/GO_0009395	phospholipid catabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/26090	https://www.ensembl.org/id/ENSG00000100997	http://purl.uniprot.org/uniprot/Q8N2K0	http://purl.obolibrary.org/obo/GO_0046475	glycerophospholipid catabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/2646	https://www.ensembl.org/id/ENSG00000084734	http://purl.uniprot.org/uniprot/Q14397	http://purl.obolibrary.org/obo/GO_0070328	triglyceride homeostasis	GO BP
http://www.ncbi.nlm.nih.gov/gene/26523	https://www.ensembl.org/id/ENSG00000092847	http://purl.uniprot.org/uniprot/Q9UL18	https://identifiers.org/reactome/R-HSA-9029569	NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux	Reactome
http://www.ncbi.nlm.nih.gov/gene/26580	https://www.ensembl.org/id/ENSG00000168000	http://purl.uniprot.org/uniprot/Q96G97	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/26580	https://www.ensembl.org/id/ENSG00000168000	http://purl.uniprot.org/uniprot/Q96G97	http://purl.obolibrary.org/obo/GO_0016042	lipid catabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/26580	https://www.ensembl.org/id/ENSG00000168000	http://purl.uniprot.org/uniprot/Q96G97	http://purl.obolibrary.org/obo/GO_0019915	lipid storage	GO BP
http://www.ncbi.nlm.nih.gov/gene/26580	https://www.ensembl.org/id/ENSG00000168000	http://purl.uniprot.org/uniprot/Q96G97	http://purl.obolibrary.org/obo/GO_0034389	lipid droplet organization	GO BP
http://www.ncbi.nlm.nih.gov/gene/26580	https://www.ensembl.org/id/ENSG00000168000	http://purl.uniprot.org/uniprot/Q96G97	http://purl.obolibrary.org/obo/GO_0050995	negative regulation of lipid catabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/26580	https://www.ensembl.org/id/ENSG00000168000	http://purl.uniprot.org/uniprot/Q96G97	http://purl.obolibrary.org/obo/GO_0140042	lipid droplet formation	GO BP
http://www.ncbi.nlm.nih.gov/gene/2683	https://www.ensembl.org/id/ENSG00000086062	http://purl.uniprot.org/uniprot/P15291	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/27124	https://www.ensembl.org/id/ENSG00000185133	http://purl.uniprot.org/uniprot/Q15735	http://purl.obolibrary.org/obo/GO_0006644	phospholipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/27124	https://www.ensembl.org/id/ENSG00000185133	http://purl.uniprot.org/uniprot/Q15735	http://purl.obolibrary.org/obo/GO_0046486	glycerolipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/2717	https://www.ensembl.org/id/ENSG00000102393	http://purl.uniprot.org/uniprot/P06280	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/2717	https://www.ensembl.org/id/ENSG00000102393	http://purl.uniprot.org/uniprot/P06280	http://purl.obolibrary.org/obo/GO_0046479	glycosphingolipid catabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/2717	https://www.ensembl.org/id/ENSG00000102393	http://purl.uniprot.org/uniprot/P06280	https://identifiers.org/reactome/R-HSA-9840310	Glycosphingolipid catabolism	Reactome
http://www.ncbi.nlm.nih.gov/gene/27329	https://www.ensembl.org/id/ENSG00000132855	http://purl.uniprot.org/uniprot/Q9Y5C1	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/27329	https://www.ensembl.org/id/ENSG00000132855	http://purl.uniprot.org/uniprot/Q9Y5C1	http://purl.obolibrary.org/obo/GO_0006631	fatty acid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/27329	https://www.ensembl.org/id/ENSG00000132855	http://purl.uniprot.org/uniprot/Q9Y5C1	http://purl.obolibrary.org/obo/GO_0006644	phospholipid metabolic process	GO BP
